@_fa,affiliation,article-number,citedby-count,dc:creator,dc:identifier,dc:title,eid,freetoread,freetoreadLabel,link,openaccess,openaccessFlag,pii,prism:aggregationType,prism:coverDate,prism:coverDisplayDate,prism:doi,prism:eIssn,prism:isbn,prism:issn,prism:issueIdentifier,prism:pageRange,prism:publicationName,prism:url,prism:volume,pubmed-id,source-id,subtype,subtypeDescription
true,"[{'@_fa': 'true', 'affilname': 'Rutgers University', 'affiliation-city': 'New Jersey', 'affiliation-country': 'United States'}]",,1,Liu H.,SCOPUS_ID:85175789306,ViFi-Loc: Multi-modal Pedestrian Localization using GAN with Camera-Phone Correspondences,2-s2.0-85175789306,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85175789306'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85175789306?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85175789306&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85175789306&origin=inward'}]",0,False,,Conference Proceeding,2023-10-09,9 October 2023,10.1145/3577190.3614119,,"[{'@_fa': 'true', '$': '[9798400700552]'}]",,,661-669,ACM International Conference Proceeding Series,https://api.elsevier.com/content/abstract/scopus_id/85175789306,,,21101185479,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'Universidad de las Americas - Ecuador', 'affiliation-city': 'Quito', 'affiliation-country': 'Ecuador'}]",10977,11,Villegas-Ch W.,SCOPUS_ID:85174173086,IoT Anomaly Detection to Strengthen Cybersecurity in the Critical Infrastructure of Smart Cities,2-s2.0-85174173086,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85174173086'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85174173086?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85174173086&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85174173086&origin=inward'}]",1,True,,Journal,2023-10-01,October 2023,10.3390/app131910977,20763417,,,19,,Applied Sciences (Switzerland),https://api.elsevier.com/content/abstract/scopus_id/85174173086,13,,21100829268,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'College of Environmental Design', 'affiliation-city': 'Berkeley', 'affiliation-country': 'United States'}]",104732,22,Li Q.,SCOPUS_ID:85164235843,Prediction of summer daytime land surface temperature in urban environments based on machine learning,2-s2.0-85164235843,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85164235843'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85164235843?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85164235843&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85164235843&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2210670723003438'}]",0,False,S2210670723003438,Journal,2023-10-01,October 2023,10.1016/j.scs.2023.104732,,,22106707,,,Sustainable Cities and Society,https://api.elsevier.com/content/abstract/scopus_id/85164235843,97,,19700194105,ar,Article
true,"[{'@_fa': 'true', 'affilname': ""Ministry of Education of the People's Republic of China"", 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Shenzhen University', 'affiliation-city': 'Shenzhen', 'affiliation-country': 'China'}]",,0,Zhou R.,SCOPUS_ID:85195381478,Dispersion prediction of pollutants in settlements based on generative adversarial networks,2-s2.0-85195381478,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85195381478'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85195381478?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85195381478&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85195381478&origin=inward'}]",0,False,,Conference Proceeding,2023-09-22,22 September 2023,10.1145/3660395.3660476,,"[{'@_fa': 'true', '$': '[9798400716362]'}]",,,461-465,ACM International Conference Proceeding Series,https://api.elsevier.com/content/abstract/scopus_id/85195381478,,,21101226881,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'China Telecom Corporation Limited', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",,0,Chen Y.,SCOPUS_ID:85175328624,Game patrol strategy for hazardous gas leakage in chemical parks,2-s2.0-85175328624,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85175328624'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85175328624?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85175328624&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85175328624&origin=inward'}]",0,False,,Journal,2023-09-15,15 September 2023,10.11959/j.issn.2096-6652.202338,,,20966652,3,366-377,Chinese Journal of Intelligent Science and Technology,https://api.elsevier.com/content/abstract/scopus_id/85175328624,5,,21101093016,ar,Article
true,,,0,,SCOPUS_ID:85180145161,BDIOT 2023 - 2023 7th International Conference on Big Data and Internet of Things,2-s2.0-85180145161,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85180145161'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85180145161?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85180145161&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85180145161&origin=inward'}]",0,False,,Conference Proceeding,2023-08-11,11 August 2023,,,"[{'@_fa': 'true', '$': '[9798400708015]'}]",,,,ACM International Conference Proceeding Series,https://api.elsevier.com/content/abstract/scopus_id/85180145161,,,21101193816,cr,Conference Review
true,"[{'@_fa': 'true', 'affilname': 'Tsinghua University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",,13,Hui S.,SCOPUS_ID:85168102247,Large-scale Urban Cellular Traffic Generation via Knowledge-Enhanced GANs with Multi-Periodic Patterns,2-s2.0-85168102247,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85168102247'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85168102247?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85168102247&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85168102247&origin=inward'}]",0,False,,Conference Proceeding,2023-08-04,4 August 2023,10.1145/3580305.3599853,,"[{'@_fa': 'true', '$': '[9798400701030]'}]",2154817X,,4195-4206,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,https://api.elsevier.com/content/abstract/scopus_id/85168102247,,,21101222661,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'Najran University', 'affiliation-city': 'Najran', 'affiliation-country': 'Saudi Arabia'}]",,5,Al-Jabbar M.,SCOPUS_ID:85163328105,Ebola optimization with modified DarkNet‐53 model for scene classification and security on Internet of Things in smart cities,2-s2.0-85163328105,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85163328105'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85163328105?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85163328105&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85163328105&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1110016823004040'}]",1,True,S1110016823004040,Journal,2023-07-15,15 July 2023,10.1016/j.aej.2023.05.049,,,11100168,,29-40,Alexandria Engineering Journal,https://api.elsevier.com/content/abstract/scopus_id/85163328105,75,,13907,ar,Article
true,"[{'@_fa': 'true', 'affilname': ""Ecole Nationale des Sciences de l'Informatique"", 'affiliation-city': 'Manouba', 'affiliation-country': 'Tunisia'}]",3626,18,Bousmina A.,SCOPUS_ID:85166261380,A Hybrid Approach Based on GAN and CNN-LSTM for Aerial Activity Recognition,2-s2.0-85166261380,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85166261380'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85166261380?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85166261380&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85166261380&origin=inward'}]",1,True,,Journal,2023-07-01,July 2023,10.3390/rs15143626,20724292,,,14,,Remote Sensing,https://api.elsevier.com/content/abstract/scopus_id/85166261380,15,,86430,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'Université d’Echahid Hamma Lakhdar – El-oued', 'affiliation-city': 'El Oued Province', 'affiliation-country': 'Algeria'}]",1649,12,Benchabana A.,SCOPUS_ID:85166236072,Building Detection in High-Resolution Remote Sensing Images by Enhancing Superpixel Segmentation and Classification Using Deep Learning Approaches,2-s2.0-85166236072,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85166236072'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85166236072?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85166236072&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85166236072&origin=inward'}]",1,True,,Journal,2023-07-01,July 2023,10.3390/buildings13071649,20755309,,,7,,Buildings,https://api.elsevier.com/content/abstract/scopus_id/85166236072,13,,26980,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'Korea Advanced Institute of Science and Technology', 'affiliation-city': 'Daejeon', 'affiliation-country': 'South Korea'}]",104371,4,Park C.,SCOPUS_ID:85159355666,Development of an AI advisor for conceptual land use planning,2-s2.0-85159355666,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85159355666'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85159355666?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85159355666&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85159355666&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S026427512300183X'}]",0,False,S026427512300183X,Journal,2023-07-01,July 2023,10.1016/j.cities.2023.104371,,,02642751,,,Cities,https://api.elsevier.com/content/abstract/scopus_id/85159355666,138,,16956,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'Beihang University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",4828,6,Huang H.,SCOPUS_ID:85160421980,A Novel Unsupervised Video Anomaly Detection Framework Based on Optical Flow Reconstruction and Erased Frame Prediction,2-s2.0-85160421980,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85160421980'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85160421980?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85160421980&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85160421980&origin=inward'}]",1,True,,Journal,2023-05-01,May 2023,10.3390/s23104828,,,14248220,10,,Sensors,https://api.elsevier.com/content/abstract/scopus_id/85160421980,23,37430742,130124,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'Fuyang Normal University', 'affiliation-city': 'Fuyang', 'affiliation-country': 'China'}]",108722,3,Lv Q.,SCOPUS_ID:85152597464,Market behavior-oriented deep learning-based secure data analysis in smart cities,2-s2.0-85152597464,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85152597464'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85152597464?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85152597464&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85152597464&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0045790623001465'}]",0,False,S0045790623001465,Journal,2023-05-01,May 2023,10.1016/j.compeleceng.2023.108722,,,00457906,,,Computers and Electrical Engineering,https://api.elsevier.com/content/abstract/scopus_id/85152597464,108,,18159,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'Xidian University', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'JD Intelligent Cities Research', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",,8,Qin H.,SCOPUS_ID:85127025695,CSCAD: Correlation Structure-Based Collective Anomaly Detection in Complex System,2-s2.0-85127025695,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85127025695'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85127025695?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85127025695&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85127025695&origin=inward'}]",0,False,,Journal,2023-05-01,1 May 2023,10.1109/TKDE.2022.3154166,15582191,,10414347,5,4634-4645,IEEE Transactions on Knowledge and Data Engineering,https://api.elsevier.com/content/abstract/scopus_id/85127025695,35,,17362,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'RMK College of Engineering and Technology', 'affiliation-city': 'Thiruvallur', 'affiliation-country': 'India'}]",779,10,Devadhas Sujakumari P.,SCOPUS_ID:85156091015,Generative Adversarial Networks (GAN) and HDFS-Based Realtime Traffic Forecasting System Using CCTV Surveillance,2-s2.0-85156091015,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85156091015'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85156091015?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85156091015&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85156091015&origin=inward'}]",1,True,,Journal,2023-04-01,April 2023,10.3390/sym15040779,20738994,,,4,,Symmetry,https://api.elsevier.com/content/abstract/scopus_id/85156091015,15,,21100201542,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'ETH Zürich', 'affiliation-city': 'Zurich', 'affiliation-country': 'Switzerland'}]",100223,19,Zhang Y.,SCOPUS_ID:85144500450,SolarGAN: Synthetic annual solar irradiance time series on urban building facades via Deep Generative Networks,2-s2.0-85144500450,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85144500450'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85144500450?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85144500450&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85144500450&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2666546822000696'}]",1,True,S2666546822000696,Journal,2023-04-01,April 2023,10.1016/j.egyai.2022.100223,26665468,,,,,Energy and AI,https://api.elsevier.com/content/abstract/scopus_id/85144500450,12,,21101047378,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'University of Tehran', 'affiliation-city': 'Tehran', 'affiliation-country': 'Iran'}]",,10,Nakhaee A.,SCOPUS_ID:85142358445,DeepRadiation: An intelligent augmented reality platform for predicting urban energy performance just through 360 panoramic streetscape images utilizing various deep learning models,2-s2.0-85142358445,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85142358445'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85142358445?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85142358445&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85142358445&origin=inward'}]",0,False,,Journal,2023-03-01,March 2023,10.1007/s12273-022-0953-5,19968744,,19963599,3,499-510,Building Simulation,https://api.elsevier.com/content/abstract/scopus_id/85142358445,16,,19500157074,ar,Article
true,,,0,,SCOPUS_ID:85205503304,"23rd International Conference on Computational Science, ICCS 2023",2-s2.0-85205503304,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85205503304'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85205503304?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85205503304&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85205503304&origin=inward'}]",0,False,,Book Series,2023-01-01,2023,,16113349,"[{'@_fa': 'true', '$': '[9783031360268]'}]",03029743,,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),https://api.elsevier.com/content/abstract/scopus_id/85205503304,14076 LNCS,,25674,cr,Conference Review
true,,,0,,SCOPUS_ID:85205116404,"23rd International Conference on Computational Science, ICCS 2023",2-s2.0-85205116404,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85205116404'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85205116404?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85205116404&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85205116404&origin=inward'}]",0,False,,Book Series,2023-01-01,2023,,16113349,"[{'@_fa': 'true', '$': '[9783031360237]'}]",03029743,,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),https://api.elsevier.com/content/abstract/scopus_id/85205116404,14075 LNCS,,25674,cr,Conference Review
true,,,0,,SCOPUS_ID:85200790428,"23rd International Conference on Computational Science, ICCS 2023",2-s2.0-85200790428,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85200790428'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85200790428?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85200790428&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85200790428&origin=inward'}]",0,False,,Book Series,2023-01-01,2023,,16113349,"[{'@_fa': 'true', '$': '[9783031360299]'}]",03029743,,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),https://api.elsevier.com/content/abstract/scopus_id/85200790428,14077 LNCS,,25674,cr,Conference Review
true,,,0,,SCOPUS_ID:85197278709,"8th Future Technologies Conference, FTC 2023",2-s2.0-85197278709,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85197278709'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85197278709?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85197278709&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85197278709&origin=inward'}]",0,False,,Book Series,2023-01-01,2023,,23673389,"[{'@_fa': 'true', '$': '[9783031474477]'}]",23673370,,,Lecture Notes in Networks and Systems,https://api.elsevier.com/content/abstract/scopus_id/85197278709,816 LNNS,,21100901469,cr,Conference Review
true,"[{'@_fa': 'true', 'affilname': ""Xi'an Jiaotong-Liverpool University"", 'affiliation-city': 'Suzhou', 'affiliation-country': 'China'}]",,0,Yao J.,SCOPUS_ID:85190369954,Elevating Urban Tourism: Data-Driven Insights and AI-Powered Personalization with Large Language Models Brilliance,2-s2.0-85190369954,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85190369954'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85190369954?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85190369954&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85190369954&origin=inward'}]",0,False,,Conference Proceeding,2023-01-01,2023,10.1109/SSIM59263.2023.10468915,,"[{'@_fa': 'true', '$': '[9798350327786]'}]",,,138-143,"Proceedings of the 3rd IEEE International Conference on Social Sciences and Intelligence Management, SSIM 2023",https://api.elsevier.com/content/abstract/scopus_id/85190369954,,,21101214760,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'Macau University of Science and Technology', 'affiliation-city': 'Taipa', 'affiliation-country': 'Macao'}]",1287858,5,Cheng W.,SCOPUS_ID:85188561539,"UrbanGenoGAN: pioneering urban spatial planning using the synergistic integration of GAN, GA, and GIS",2-s2.0-85188561539,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85188561539'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85188561539?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85188561539&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85188561539&origin=inward'}]",1,True,,Journal,2023-01-01,2023,10.3389/fenvs.2023.1287858,2296665X,,,,,Frontiers in Environmental Science,https://api.elsevier.com/content/abstract/scopus_id/85188561539,11,,21100826280,ar,Article
