doi,title,authors,introduction,contribution
10.1109/ICCA59364.2023.10401518,"A Survey on the Applications of Frontier AI, Foundation Models, and Large Language Models to Intelligent Transportation Systems",Shoaib M.R.,"This survey paper explores the transformative influence of frontier AI, foundation models, and Large Language Models (LLMs) in the realm of Intelligent Transportation Systems (ITS), emphasizing their integral role in advancing transportation intelligence, optimizing traffic management, and contributing to the realization of smart cities. Frontier AI refers to the forefront of AI technology, encompassing the latest advancements, innovations, and experimental techniques in the field, especially AI foundation models and LLMs. Foundation models, like GPT-4, are large, general-purpose AI models that provide a base for a wide range of applications. They are characterized by their versatility and scalability. LLMs are obtained from fine-tuning foundation models with a specific focus on processing and generating natural language. They excel in tasks like language understanding, text generation, translation, and summarization. By leveraging vast textual data, including traffic reports and social media interactions, LLMs extract critical insights, fostering the evolution of ITS. The survey navigates the dynamic synergy between LLMs and ITS, delving into applications in traffic management, integration into autonomous vehicles, and their role in shaping smart cities. It provides insights into ongoing research, innovations, and emerging trends, aiming to inspire collaboration at the intersection of language, intelligence, and mobility for safer, more efficient, and sustainable transportation systems. The paper further surveys interactions between LLMs and various aspects of ITS, exploring roles in traffic management, facilitating autonomous vehicles, and contributing to smart city development, while addressing challenges brought by frontier AI and foundation models. This paper offers valuable inspiration for future research and innovation in the transformative domain of intelligent transportation.","This survey paper explores the transformative influence of frontier AI, foundation models, and Large Language Models (LLMs) in the realm of Intelligent Transportation Systems (ITS), emphasizing their integral role in advancing transportation intelligence, optimizing traffic management, and contributing to the realization of smart cities. Frontier AI refers to the forefront of AI technology, encompassing the latest advancements, innovations, and experimental techniques in the field, especially AI foundation models and LLMs. Foundation models, like GPT-4, are large, general-purpose AI models that provide a base for a wide range of applications. They are characterized by their versatility and scalability. LLMs are obtained from fine-tuning foundation models with a specific focus on processing and generating natural language. They excel in tasks like language understanding, text generation, translation, and summarization. By leveraging vast textual data, including traffic reports and social media interactions, LLMs extract critical insights, fostering the evolution of ITS. The survey navigates the dynamic synergy between LLMs and ITS, delving into applications in traffic management, integration into autonomous vehicles, and their role in shaping smart cities. It provides insights into ongoing research, innovations, and emerging trends, aiming to inspire collaboration at the intersection of language, intelligence, and mobility for safer, more efficient, and sustainable transportation systems. The paper further surveys interactions between LLMs and various aspects of ITS, exploring roles in traffic management, facilitating autonomous vehicles, and contributing to smart city development, while addressing challenges brought by frontier AI and foundation models. This paper offers valuable inspiration for future research and innovation in the transformative domain of intelligent transportation."
10.1007/978-3-031-46677-9_14,TIGAN: Trajectory Imputation via Generative Adversarial Network,Shi Y.,"GPS trajectories are crucial for urban planning, traffic prediction, and location-based services. These applications often require dense trajectories, which is often not the case due to power limitations and privacy concerns.","To this end, we propose a novel generative adversarial network-based model, namely TIGAN, for trajectory imputation. TIGAN inserts artificial GPS points between real ones, resulting in imputed trajectories that closely resemble those collected at much higher sampling rates. Unlike existing works, TIGAN does not require prior knowledge such as underlying road networks. Moreover, TIGAN incorporates transportation modes into trajectory imputation, leading to much better performance. Evaluation in two real-world datasets demonstrates the superior performance of TIGAN over state-of-the-art methods."
10.1109/MDM58254.2023.00032,CSGAN: Modality-Aware Trajectory Generation via Clustering-based Sequence GAN,Zhang M.,"Human mobility data is useful for various applications in urban planning, transportation, and public health, but collecting and sharing real-world trajectories can be challenging due to privacy and data quality issues. To address these problems, recent research focuses on generating synthetic trajectories, mainly using generative adversarial networks (GANs) trained by real-world trajectories.","In this paper, we hypothesize that by explicitly capturing the modality of transportation (e.g., walking, biking, driving), we can generate not only more diverse and representative trajectories for different modalities but also more realistic trajectories that preserve the geographical density, trajectory, and transition level properties by capturing both cross-modality and modality-specific patterns. Towards this end, we propose a Clustering-based Sequence Generative Adversarial Network (CSGAN)1 that simultaneously clusters the trajectories based on their modalities and learns the essential properties of real-world trajectories to generate realistic and representative synthetic trajectories. To measure the effectiveness of generated trajectories, in addition to typical density and trajectory level statistics, we define several new metrics for a comprehensive evaluation, including modality distribution and transition probabilities both globally and within each modality. Our extensive experiments with real-world datasets show the superiority of our model in various metrics over state-of-the-art models."
10.1109/MDM58254.2023.00034,DEMO: STM - A Privacy-Enhanced Solution for Spatio-Temporal Trajectory Management,Yonekura H.,"In this demonstration paper, we present STM: a new system for securing and management of vehicle trajectory data using a generative model that balances privacy and utility. For instance, traditional methods for taxi-demand prediction pose the risk of privacy breaches from both the data and the model. To address this challenge, we deploy Spatiotemporal-GAN to generate synthetic trajectories that meet privacy regulations such as GDPR. We assess the quality of the generated data by constructing several taxi-demand prediction models. Moreover, we evaluate the privacy risk by implementing trajectory user linking attacks against the generated data and membership inference attacks against the prediction model. Our system is designed with rich interactivity and visualization, enabling the audience to use these modules. Overall, our approach demonstrates the potential of generative models in preserving privacy while maintaining data utility in the context of taxi-demand prediction.","In this demonstration paper, we present STM: a new system for securing and management of vehicle trajectory data using a generative model that balances privacy and utility. For instance, traditional methods for taxi-demand prediction pose the risk of privacy breaches from both the data and the model. To address this challenge, we deploy Spatiotemporal-GAN to generate synthetic trajectories that meet privacy regulations such as GDPR. We assess the quality of the generated data by constructing several taxi-demand prediction models. Moreover, we evaluate the privacy risk by implementing trajectory user linking attacks against the generated data and membership inference attacks against the prediction model. Our system is designed with rich interactivity and visualization, enabling the audience to use these modules. Overall, our approach demonstrates the potential of generative models in preserving privacy while maintaining data utility in the context of taxi-demand prediction."
10.1109/ICET58434.2023.10211675,A Privacy-Preserving and Research-Utilizable Trajectory Generator via Deep Generative Approach,Sun X.,"Large-scale trajectory data is critical for a smart city to improve the efficiency of a transportation system. However, the release of original trajectory data violates privacy protection principles if no privacy-preserving approach is adopted, that's why the public trajectory data for research is so limited.","To enable extensive available trajectory data publishing, we propose a Privacy-Preserving and research-utilizable Trajectory Generator (PPTG), which uses a deep generative model to provide utilizable synthetic trajectories. Specifically, PPTG can not only extract the intrinsic and spatial features, but also get rid of possible privacy information from the real trajectories. In experiments, we show that the privacy-preserving trajectory data generated by PPTG can achieve superior performance in terms of privacy protection and data utility against the existing approaches."
10.1109/ACCESS.2023.3260981,GANs for Privacy-Aware Mobility Modeling,Fontana I.,"Human mobility modeling is crucial for many facets of our society, including disease transmission modeling and urban planning. The explosion of mobility data prompted the application of deep learning to human mobility. Along with the growth of research interest, there is also increasing privacy concern.","This study first examines the cutting-edge approaches for trajectory generation, classification, and next-location prediction. Second, we propose a novel privacy-aware approach for predicting next-week trajectories. The approach is based on two modules, a Generative Adversarial Network used for generating synthetic trajectories and a deep learning model for user identification which safeguards privacy. These two modules are combined with a next-week trajectory predictor that uses privacy-aware synthetic data. The experiments on two real-life datasets show that the generator creates trajectories similar to the real ones yet different enough to safeguard privacy. The low user-recognition recognition accuracy of models trained on the generated data demonstrates privacy awareness. Statistical tests confirm no significant difference between the original and the generated trajectories. We further demonstrate the utility of the synthetic data by predicting week-ahead trajectories based on the synthetic trajectories. Our study shows how privacy and utility can be managed jointly using the proposed privacy-aware approach."
10.1016/j.comnet.2022.109156,Forecasting fine-grained city-scale cellular traffic with sparse crowdsourced measurements,Duan J.H.,"With the rapid development of wireless technology and the edge computing applications, an increasing number of 4G/5G infrastructure are densely deployed to meet the booming cellular traffic demands. Monitoring and forecasting urban cellular traffic is fundamental for urban planning, network resources allocation, traffic engineering, etc.","In this paper, we address the crowdsourcing-based urban cellular traffic prediction problem, i.e., to predict the city-scale fine-grained cellular traffic patterns based on partial user-generated measurements. We propose a novel deep generative adversarial network (GAN) model called CrowdGAN to solve the problem. Specifically, CrowdGAN employs a convolutional Long Short-Term Memory (LSTM) network to extract spatio-temporal features from sparse traffic maps, and adopts a novel design of co-training a generator and a discriminator under the supervision of an accuracy assurance network to generate a high-resolution cellular traffic map for prediction. We implement the proposed CrowdGAN in TensorFlow and evaluate its performance using two real-world cellular traffic datasets. Extensive experiments show that CrowdGAN significantly outperforms the baselines on a variety of performance metrics, and achieves at least 47% reduction in root-mean-squared error compared to the state-of-the-art."
10.1016/j.compenvurbsys.2022.101852,Generative population synthesis for joint household and individual characteristics,Aemmer Z.,"Household surveys provide immense value in the fields of transportation and urban planning. However, even the most well-funded surveying agencies rely on sampling methods to estimate the nature of the true population, and the collected microdata is frequently aggregated, or limited in volume and detail to protect the privacy of respondents. Population synthesis provides a means to scale this microdata to represent larger regions for use in microsimulation. Despite their accuracy and widespread adoption, traditional synthesis algorithms for reweighting microdata samples scale poorly with the number of variables and geographic regions being modeled, and can suffer from non-convergence with smaller sample sizes. Several generative models have been proposed to address these shortcomings, but lack features such as sub-region modeling, and the ability to simultaneously generate both individuals and households.","This work proposes an extension to recent generative approaches capable of generating synthetic populations consisting of both individual and household-level variables, that uses a two-part Variational Autoencoder (VAE) and Conditional-VAE (CVAE) to learn a distribution of latent variables in the general population, and use them to generate new samples. This can help in synthesizing smaller, traditionally under-sampled groups. This approach is benchmarked against a state of the art open source population synthesizer. In addition, the VAE/CVAE model is tested under increasingly minimal training data. Findings indicate the VAE/CVAE model creates more accurate populations, using less time than the traditional synthesizer under small to medium dimensional datasets (4–16 variables). The VAE/CVAE also performs well with few (n = 100) training samples, with diminishing returns for additional training samples."
10.1016/j.nanoen.2022.107245,Towards a sustainable monitoring: A self-powered smart transportation infrastructure skin,Zheng Q.,Sustainable monitoring of traffic using clean energy supply has always been a significant problem for engineers.,"In this study, we proposed a self-powered smart transportation infrastructure skin (SSTIS) as an innovative and bionic system for the traffic classification of a smart city. This system incorporated the self-powered flexible sensors with net-zero power consumption based on the Triboelectric Nanogenerator (TENG) and an intelligent analysis system based on artificial intelligence (AI). The feasibility of the SSTIS was tested using the full-scale accelerated pavement tests (APT) and the long-short term memory (LSTM) deep learning model with a vehicle axle load classification accuracy up to 89.06%. This robust SSTIS was later tested on highway and collected around 869,600 pieces of signals data. The generative adversarial networks (GAN) WGAN-GP (Wasserstein GAN - Gradient Penalty) was used for data augmentation, due to the imbalanced data of different vehicle types in actual traffic. The overall accuracy for on-road vehicle type classification improved to 81.06% using the convolutional neural network ResNet. Finally, we developed a mobile traffic signal information monitoring system based on cloud platform and Android framework, which enabled engineers to obtain the vehicle axle-load information mobilely. This study is the emerging design and engineering application of the self-powered flexible sensors for smart traffic monitoring, which provides a significant advance for intelligent transportation and smart cities in future."
10.11897/SP.J.1016.2022.01133,Trajectory Prediction in Complex Scenes Based on Multi-Head Attention Adversarial Mechanism,Yu L.,"Pedestrian trajectory prediction plays a vital role in intelligent city construction and public crisis management. Distinct from the single trajectory prediction which rely on strong temporal correlation, in the complex scenes, the trajectory reflects not only the temporal characteristics of a single person, but the interactive features between human and other moving objects nearby. Therefore, how to deeply describe such temporality and interactivity, and then to generate accurate trajectory prediction results according to the change of the scene has become a major problem in the field of trajectory prediction today. In recent years, deep learning has attracted great attention and achieved success in the trajectory prediction tasks. However, most of these methods capture the influence between pedestrians from a single view, and they fail to consider the multiple factors which have an effect on the decision of pedestrians, such as going straight or turning.","To this end, in this paper, we propose a multi-head attention generative adversarial model (MAGAM) which combines the multi-head attention mechanism and the generative adversarial network to model the pedestrian trajectory in the complex scenes. Specifically, the MAGAM model employs multi-head attention mechanism with relative displacement information to learn the attentive weight of subspace features in the whole trajectory feature space on different aspects, to realize the characterization of the interactive trajectory features that resulting from mutual influence between pedestrians. Moreover, the adversarial generation strategy and multi-trajectory generation strategy are used to achieve the reasonable generation of individual moving trajectory in the complex scenes. During the training process, the generator firstly extracts the personalized temporal features of pedestrians from historical observation sequences with long short-term memory (LSTM) based encoders. Secondly, the locations of pedestrians and temporal features are integrated into the multi-head attention model to learn the different weights and output the interactive state of the pedestrians. Thirdly, the interactive states and the Gaussian noise are fed into the LSTM-based decoders to generate multiple prediction trajectories. Then the discriminators are employed to judge whether the input trajectory belongs to the truth trajectory or generated trajectory as much as possible. By training with the adversarial mechanism, we could obtain the approximate truth results when modeling convergences. Finally, in order to estimate the performance of the proposed model, we conduct the experiments on two public datasets (ETH and UCY) which are widely used in the trajectory prediction tasks. We evaluate the prediction results based on three evaluation indicators: the average displacement error, the final displacement error, and the average no-linear displacement error. Compared with the existing trajectory prediction methods, the three metrics of the MAGAM model on all the datasets reduced by 26.90%, 21.02% and 24.06% on average. And the prediction results and the interactive scenes among pedestrians are visualized and analyzed which demonstrates the rationality of the results. Additionally, the performance of the MAGAM model including the average convergence accuracy, the average convergence time and the average prediction time is verified through related experiments, compared with the baselines, the MAGAM model gets the longest convergence time and prediction time."
10.3390/computers11050071,Traffic Request Generation through a Variational Auto Encoder Approach,Chiesa S.,"Traffic and transportation forecasting is a key issue in urban planning aimed to provide a greener and more sustainable environment to residents. Their privacy is a second key issue that requires synthetic travel data. A possible solution is offered by generative models. Here, a variational autoencoder architecture has been trained on a floating car dataset in order to grasp the statistical features of the traffic demand in the city of Rome. The architecture is based on multilayer dense neural networks for encoding and decoding parts. A brief analysis of parameter influence is conducted. The generated trajectories are compared with those in the dataset. The resulting reconstructed synthetic data are employed to compute the traffic fluxes and geographic distribution of parked cars. Further work directions are provided.","Traffic and transportation forecasting is a key issue in urban planning aimed to provide a greener and more sustainable environment to residents. Their privacy is a second key issue that requires synthetic travel data. A possible solution is offered by generative models. Here, a variational autoencoder architecture has been trained on a floating car dataset in order to grasp the statistical features of the traffic demand in the city of Rome. The architecture is based on multilayer dense neural networks for encoding and decoding parts. A brief analysis of parameter influence is conducted. The generated trajectories are compared with those in the dataset. The resulting reconstructed synthetic data are employed to compute the traffic fluxes and geographic distribution of parked cars. Further work directions are provided."
10.1016/j.cities.2022.103595,Redesigning urban elements and structures considering autonomous vehicles: Preparing design strategies for wide implementation in cities,Lee S.,"Autonomous vehicles (AVs) and their potential impact on the transformation of the built environment of cities have become a topic of interest across disciplines. Despite policy and design implications, realistic projections of future urban landscape changes were primarily obtained based on street-scale design in earlier studies, leaving questions about the successful integration of repurposed urban elements.","This study aimed to formulate design strategies in an incremental fashion applicable to large areas of cities to enhance the connectivity between AVs and existing transportation modes. A conceptual model was built referring to blocks of different forms and functions in Gangnam-gu, Seoul, to extend our designs from the street level to the district level. Urban elements—streets, public spaces and transit systems—were redesigned and merged into the patchwork concept, which links different street and zone types as an efficient system. The above urban design concept proposes the separation of AVs and regular vehicles and adopts unique linkage structures to effectively connect zones assigned to AV usage. The strategies and designs developed in this study contribute to the limited studies on city-scale future AV projections and provide spatial implications as a guideline to address preparations considering AVs in the urban space."
10.1109/TITS.2020.3030259,Understanding and Modeling Urban Mobility Dynamics via Disentangled Representation Learning,Zhang H.,"Understanding the underlying patterns of the urban mobility dynamics is essential for both the traffic state estimation and management of urban facilities and services. Due to the coupling relationship of generative factors in spatial-temporal domain, it is challenging to model the citywide traffic dynamics under a structural pattern of critical features such as hours of days, days of weeks and weather conditions.","To address this challenge, this article develops a disentangled representation learning framework to learn an interpretable factorized representation of the independent data generative factors. In order to make full use of the knowledge on generative factors, this article proposes spatial-temporal generative adversarial network (ST-GAN) to assign the generative factors of traffic flow to the feature vector in latent space and reconstructs the high-dimensional citywide traffic flow from the given factors. With the help of the disentangled representations, the decomposed feature vector in latent space discloses the relationship between underlying patterns and citywide traffic dynamics. Several comprehensively experiments show that ST-GAN not only effectively improves the prediction accuracy but also promisingly characterize structural properties of the traffic evolution process."
10.1109/BigData55660.2022.10020237,Generation of Synthetic Urban Vehicle Trajectories,Anastasiou C.,"The analysis of trajectory datasets has numerous applications ranging from urban planning to human mobility understanding, but to protect the privacy of individuals trajectory datasets are rarely released to researchers. And even when they are, they are limited in size and spatio-temporal coverage. To address these issues a number of methods for generating synthetic yet realistic trajectory datasets have been proposed. These existing methods either require a lot of complex parameters to be calibrated (simulators) or rely on existing trajectory datasets (generative models).","In this paper, we propose Data-Driven Trajectory Generator, dubbed DDTG, a data-driven, model-free, and parameter-less algorithm for generating realistic synthetic vehicle trajectory datasets. Unlike existing approaches, DDTG relies on aggregate origin-destination and traffic data, both of which are publicly available and free of privacy concerns. Furthermore, we show that our method is orthogonal to the existing approaches with which DDTG can be combined to generate synthetic datasets of higher quality. Our experiments with real-world trajectory and traffic data show that the datasets generated by DDTG follow distributions that are very close to the distributions of real trajectory datasets."
10.1109/ICDM54844.2022.00084,Mest-GAN: Cross-City Urban Traffic Estimation with Me ta S patial-T emporal G enerative A dversarial N etworks,Zhang Y.,"The conditional urban traffic estimation problem aims to accurately estimate the future traffic status based on the changing local travel demands, which has long been an important issue in urban planning. However, most existing methods require the target city to provide a large amount of traffic data. Once traffic estimation is performed in a 'new' city where many urban services and transportation infrastructures are not built and thus no prior data is available, those works would fail due to the lack of data.","In this paper, we aim to solve the conditional urban traffic estimation problem in case of data scarcity (i.e., the target city cannot provide any prior data) and tackle the main challenges including (1) knowledge learning from the source and (2) knowledge adaptation without prior traffic data. We propose a novel generative adversarial network - Meta Spatial-Temporal Generative Adversarial Network (Mest-GAN), which can successfully estimate traffic in the target city based on local travel demands without the access to any prior traffic data. To address the first challenge, we learn the latent distribution of travel demands with the inference network, the latent distribution also indicates the diverse spatial-temporal traffic patterns. To solve the second challenge, we use the travel demand data in the target city for adaptation, where the inference network infers a latent code guiding the generator to produce accurate traffic estimations. Extensive experiments on real-world multiple-city datasets demonstrate that our Mest-GAN produces high-quality traffic estimations and outperforms state-of-the-art baseline methods."
10.1007/978-3-031-19647-8_15,Preliminary Study for Impact of Social Media Networks on Traffic Prediction,Laynes Fiascunari V.,"While smart cities have the required infrastructure for traffic prediction, underdeveloped cities lack the budget and technology to perform an accurate model. Current research uses data mining of tweets and specific posts to provide population trends, but there is no work done in social network analysis for the same end.","This paper proposes an applied informatics application with social network usage to aid in the lack of data due to nonexistent traffic sensors. The Twitter API was used to download a network of users that follows traffic updates accounts and then, use a model of information diffusion (independent cascade model) to retrieve a variable that holds a metric of how the information regarding current traffic has traveled through the network. Finally, an updated traffic dataset with the new social network variable is used to train and validate an LSTM neural network to show if the new variable can be a predictor for traffic. Results show that a deterministic independent cascade model ran on a New York City-based 2-tier social network marginally improved the prediction by 0.4%. This proposal can be replicated in other information diffusion models."
10.1007/978-3-031-15934-3_63,Spatial-Temporal Semantic Generative Adversarial Networks for Flexible Multi-step Urban Flow Prediction,Li L.,"Accurate multi-step citywide urban flow prediction plays a critical role in traffic management and future smart city. However, it is very challenging since urban flow is affected by complex semantic factors and has multi-scale dependencies on both spatial and temporal dimensional features. Moreover, it’s difficult for most existing one-step urban flow prediction models to predict several future time steps in a short time accurately.","Inspired by the success of Generative Adversarial Networks (GAN) in video prediction and image generation, in this paper we propose a Seq2Seq Spatial-Temporal Semantic Generative Adversarial Networks named STS-GAN for multi-step urban flow prediction. We regard citywide urban flow data in successive time steps as image frames of a video. Specifically, we first design a Spatial-Temporal Semantic Encoder (STSE) to capture relative semantic factors and spatial-temporal dependencies simultaneously at each time step, which consists of Residual Convolution units. Then a Seq2Seq GAN model is proposed to generate a sequence of future urban flow predictions based on historical data. Furthermore, by integrating GAN’s adversarial loss with prediction error, our STS-GAN can effectively address the blurry prediction issue. Extensive experiments are conducted on two large-scale urban flow datasets in Beijing and Guangzhou, which demonstrate STS-GAN achieves state-of-the-art performance compared with existing methods."
10.1109/ACCESS.2022.3193671,Generative Modeling of Pedestrian Behavior: A Receding Horizon Optimization-Based Trajectory Planning Approach,Gupta S.,"Urbanization is bringing together various modes of transport, and with that, there are challenges to maintaining the safety of all road users, especially vulnerable road users (VRUs). There is a need for street designs that encourages cooperation between road users. Shared space is a street design approach that softens the demarcation of vehicles and pedestrian traffic by reducing traffic rules, traffic signals, road marking, and regulations. Understanding the interactions and trajectory formations of various VRUs will facilitate the design of safer shared spaces.","In line with this goal, this paper aims to develop a methodology for generating VRUs trajectories that accounts for behaviors and social interactions. We develop a receding horizon optimization-based pedestrian trajectory planning algorithm capable of modeling pedestrian trajectories in a variety of shared space scenarios. Focusing on three scenarios-group interactions, unidirectional interaction, and fixed obstacle interaction-case studies are performed to demonstrate the strengths of the resulting generative model. Additionally, generated trajectories are validated using two benchmark datasets - DUT and TrajNet++. The three case studies are shown to yield low or near-zero Mean Euclidean Distance and Final Displacement Error values supporting the performance validity of the models. We also analyze gait parameters (step length and step frequency) to further demonstrate the model's capability at generating realistic pedestrian trajectories."
10.1109/CSCWD54268.2022.9776297,Generating Dynamic Urban Traffic Based on Stochastic Origin-Destination Matrix,Wang Z.,"Urban traffic data plays an important role in urban transportation planning. Due to the scarcity of real-life urban traffic data, many transportation planning applications need to generate synthesized traffic flows based on the real-life trajectory datasets. However, those synthesized traffic flows can only fit the input trajectories, which are static and does not reflect the real traffic distributions.","In this paper, we use a stochastic origin-destination (OD) matrix to represent the density of the dynamic traffic flows and then develop a dynamic traffic flow generator. We extract the stochastic OD matrix from the trajectory data, design an efficient neural network to the predict successive stochastic OD matrices, and deploy our model on a real-world road network. The proposed model surpasses the existing generative model in RMSE, MAE, VAR, KL indicators, and is significantly better than the existing model in the MAE indicator. Our traffic generator is able to dynamically adjust urban traffics to generate different simulation environments."
10.1088/1742-6596/2074/1/012088,Automatic generation of urban road planning network under deep learning,Zhong Q.,"With the rapid advancement of China's urbanization process and the rapid increase of the number of motor vehicles, now the vast majority of cities in China are faced with traffic congestion, environmental pollution, noise pollution and other problems. Facing these problems, a road network with reasonable structure, proper layout and sufficient capacity has become an important basic condition for the sustainable development of urban traffic system.","This paper mainly studies the automatic generation method of urban road planning network based on deep learning. In this paper, a model based on deep neural network is proposed, which integrates the knowledge of road planning domain and generative adversarial network, and can realize the generation of road network simply and quickly."
10.1140/epjds/s13688-021-00275-w,An end-to-end statistical process with mobile network data for official statistics,Salgado D.,"Mobile network data has been proven to provide a rich source of information in multiple statistical domains such as demography, tourism, urban planning, etc. However, the incorporation of this data source to the routinely production of official statistics is taking many efforts since a diversity of highly entangled issues (access, methodology, IT tools, quality, skills) must be solved beforehand. To do this, one-off studies with concrete data sets are not enough and a standard statistical production process must be put in place.","We propose a concrete modular process structured into evolvable modules detaching the strongly technological layer underlying this data source from the necessary statistical analysis producing outputs of interest. This architecture follows the principles of the so-called ESS Reference Methodological Framework for Mobile Network Data. Each of these modules deals with a different aspect of this data source. We apply hidden Markov models for the geolocation of mobile devices, use a Bayesian approach on this model to disambiguate devices belonging to the same individual, compute aggregate numbers of individuals detected by a telecommunication network using probability theory, and model hierarchically the integration of auxiliary information from the telco market and official data to produce final estimates of the number of individuals across different territorial regions in the target population. A first simple illustrative proposal has been applied to synthetic data providing preliminary software tools and accuracy indicators monitoring the performance of the process. Currently, this exercise has been applied to the estimation of present population and origin-destination matrices. We present an illustrative example of the execution of these production modules comparing results with the simulated ground truth, thus assessing the performance of each production module."
10.1109/SCSP52043.2021.9447372,Synthetic Ride-Requests Generation using WGAN with Location Embeddings,Nookala U.,"Ride-hailing services have gained tremendous importance in social life today, and the amount of resources involved have been hiking up.","Ride-request data has been crucial in the research of improving ride-hailing efficiency and minimizing the cost. This work aims to model human mobility patterns to generate realistic ride-requests, addressing the prevailing problem of lack of historical training data and realistic synthetic data for different hypothetical scenarios. Synthetic generation also inherently carries anonymity. In particular, our work focuses on modeling both spatial and temporal distributions jointly for ride-hailing services. A Ride-Request Wasserstein Generative Adversarial Network (RR-WGAN) is proposed to generate plausible pick-up and drop-off geolocations. The generated ride-requests are extensively evaluated under a wide range of criteria we design, giving a comprehensive understanding of how the model performs. The proposed approach has achieved better performance than state-of-the-art methods in most scenarios. We believe this approach could provide value for ride-hailing service providers, research communities, and policy-makers."
10.1109/JIOT.2020.3021763,Cascading Scene and Viewpoint Feature Learning for Pedestrian Gender Recognition,Cai L.,Pedestrian gender recognition plays an important role in smart city.,"To effectively improve the pedestrian gender recognition performance, a new method, called cascading scene and viewpoint feature learning (CSVFL), is proposed in this article. The novelty of the proposed CSVFL lies on the joint consideration of two crucial challenges in pedestrian gender recognition, namely, scene and viewpoint variation. For that, the proposed CSVFL starts with the scene transfer (ST) scheme, followed by the viewpoint adaptation (VA) scheme in a cascading manner. Specifically, the ST scheme exploits the key pedestrian segmentation network to extract the key pedestrian masks for the subsequent key pedestrian transfer generative adversarial network, with the goal of encouraging the input pedestrian image to have the similar style to the target scene while preserving the image details of the key pedestrian as much as possible. Afterward, the obtained scene-transferred pedestrian images are fed to train the deep feature learning network with the VA scheme, in which each neuron will be enabled/disabled for different viewpoints depending on whether it has contribution on the corresponding viewpoint. Extensive experiments conducted on the commonly used pedestrian attribute data sets have demonstrated that the proposed CSVFL approach outperforms multiple recently reported pedestrian gender recognition methods."
10.3390/e23020239,Advanced driving assistance based on the fusion of infrared and visible images,Gu Y.,Obtaining key and rich visual information under sophisticated road conditions is one of the key requirements for advanced driving assistance.,"In this paper, a newfangled end-to-end model is proposed for advanced driving assistance based on the fusion of infrared and visible images, termed as FusionADA. In our model, we are committed to extracting and fusing the optimal texture details and salient thermal targets from the source images. To achieve this goal, our model constitutes an adversarial framework between the generator and the discriminator. Specifically, the generator aims to generate a fused image with basic intensity information together with the optimal texture details from source images, while the discriminator aims to force the fused image to restore the salient thermal targets from the source infrared image. In addition, our FusionADA is a fully end-to-end model, solving the issues of manually designing complicated activity level measurements and fusion rules existing in traditional methods. Qualitative and quantitative experiments on publicly available datasets RoadScene and TNO demonstrate the superiority of our FusionADA over the state-of-the-art approaches."
10.1109/ICDM51629.2021.00196,C 3 -GAN: Complex-Condition-Controlled Urban Traffic Estimation through Generative Adversarial Networks,Zhang Y.,"Given historical traffic distributions and associated urban conditions observed in a city, the conditional urban traffic estimation problem aims at estimating realistic future projections of the traffic under a set of new urban conditions, e.g., new bus routes, rainfall intensity and travel demands. The problem is important in reducing traffic congestion, improving public transportation efficiency, and facilitating urban planning. However, solving this problem is challenging due to the strong spatial dependencies of traffic patterns and the complex relations between the traffic and urban conditions.","In this paper, we tackle the challenges by proposing a novel Complex-Condition-Controlled Urban Traffic Estimation through Generative Adversarial Networks (C3-GAN) for urban traffic estimation of a region under various complex conditions. C3-GAN features the following three novel designs on top of standard cGAN model: (1) an embedding network mapping the complex conditions to a latent space to find representations of the urban conditions; (2) an inference network to enhance the relations between the embedded latent vectors and the traffic data. Extensive experiments on real-world datasets demonstrate that our C3-GAN produces high-quality traffic estimations and outperforms state-of-the-art baseline methods."
10.1007/978-3-030-87571-8_10,Decision Behavior Based Private Vehicle Trajectory Generation Towards Smart Cities,Chen Q.,"In contrast with the condition that the trajectory dataset of floating cars (taxis) can be easily obtained from the Internet, it is hard to get the trajectory data of social vehicles (private vehicles) because of personal privacy and government policies.","This paper absorbs the idea of game theory, considers the influence of individuals in the group, and proposes a decision behavior based dataset generation (DBDG) model of vehicles to predict future inter-regional traffic. In addition, we adopt simulation tools and generative adversarial networks to train the trajectory prediction model so that the private vehicle trajectory dataset conforming to social rules (e.g., collisionless) is generated. Finally, we construct from macroscopic and microscopic perspectives to verify dataset generation methods proposed in this paper. The results show that the generated data not only has high accuracy and is valuable but can provide strong data support for the Internet of Vehicles and transportation research work."
